split,head_text,head_type,tail_text,tail_type,label,sentence
test,Vanliner Insurance Company ( VIC ),Company,moving and storage,Market,operatesIn,"Effective July 1, 2010, we and our principal insurance subsidiary, National Interstate Insurance Company (NIIC), established our presence in the moving and storage industry with the acquisition of Vanliner Insurance Company (VIC) from UniGroup, Inc."
test,"Mannatech , Incorporated ( NASDAQ: MTEX )",Company,health and wellness,Market,operatesIn,"FLOWER MOUND, Texas, May 12, 2023 -- Mannatech, Incorporated (NASDAQ: MTEX), a global health and wellness company committed to transforming lives to make a better world, today announced financial results for its first quarter of 2023."
test,Tata Consultancy Services ( TCS ),Company,information technology ( IT ) services and consulting,Market,operatesIn,"Tata Consultancy Services (TCS) is an Indian multinational information technology (IT) services and consulting company, headquartered in Mumbai."
test,BNP Paribas S.A.,Company,banking,Market,operatesIn,BNP Paribas S.A. is a French international banking group.
test,A.M. Best,Company,rating agencies,Market,operatesIn,"The financial security of the Lloyd s market is regularly assessed by three independent rating agencies, A.M. Best, Standard Poor s and Fitch Ratings."
test,Standard Poor,Company,rating agencies,Market,operatesIn,"The financial security of the Lloyd s market is regularly assessed by three independent rating agencies, A.M. Best, Standard Poor s and Fitch Ratings."
test,Fitch Ratings,Company,rating agencies,Market,operatesIn,"The financial security of the Lloyd s market is regularly assessed by three independent rating agencies, A.M. Best, Standard Poor s and Fitch Ratings."
test,Planet Fitness,Company,fitness chain,Market,operatesIn,"Jefferies analysts downgraded shares of fitness chain Planet Fitness to Hold from Buy, and lowered the price target and estimates."
test,Beltton - Group Plc,Company,office supplies and computer accessories dealer,Market,operatesIn,Finnish office supplies and computer accessories dealer Beltton - Group Plc said its net profit rose to 1.3 mln euro ($ 1.7 mln) in 2006 from 1.13 mln euro ($ 1.5 mln) in 2005.
test,Kesko,Company,food retail sector,Market,operatesIn,"Juhani Jrvi, Corporate Executive Vice President of Kesko, says the Russian food retail sector is fragmented."
test,Oracle Corporation,Company,computer technology,Market,operatesIn,"Oracle Corporation is an American multinational computer technology corporation headquartered in Austin, Texas."
test,"comScore , Inc.",Company,Web measurement,Market,operatesIn,"According to a December 2012 survey by comScore, Inc., an independent Web measurement company (comScore), TheStreet ranks first among financial media Web sites for delivering the difficult - to - reach mass affluent demographic."
test,comScore,Company,Web measurement,Market,operatesIn,"According to a December 2012 survey by comScore, Inc., an independent Web measurement company (comScore), TheStreet ranks first among financial media Web sites for delivering the difficult - to - reach mass affluent demographic."
test,TheStreet,Company,financial media Web sites,Market,operatesIn,"According to a December 2012 survey by comScore, Inc., an independent Web measurement company (comScore), TheStreet ranks first among financial media Web sites for delivering the difficult - to - reach mass affluent demographic."
test,Takeda,Company,pharma's,Market,operatesIn,Takeda is closing in on buying Adderall maker Shire for $64 billion in pharma's biggest deal of the year
test,Shire,Company,pharma's,Market,operatesIn,Takeda is closing in on buying Adderall maker Shire for $64 billion in pharma's biggest deal of the year
test,Zacks,Company,Biomedical and Genetics,Market,operatesIn,"New drug approvals and pipeline progress are likely to help maintain momentum for the Zacks Biomedical and Genetics industry. A strong portfolio and a solid pipeline progress position PCVX, PTGX, LGND, MESO and PBYI well amid volatility."
test,HERC,Company,equipment rental,Market,operatesIn,"We believe that HERC's competitive success has been primarily the product of its more than 40 years of experience in the equipment rental industry, its systems and procedures for monitoring, controlling and developing its branch network, its capacity to maintain a comprehensive rental fleet, the quality of its sales force and its established national accounts program."
test,CSI,Company,oil and gas,Market,operatesIn,"Finally, we acquired CSI, a provider of automation, control and information technology to the oil and gas industry."
test,PJIM,Company,commodities pool operator,Market,operatesIn,PJIM is registered with the Commodity Futures Trading Commission (CFTC) and the National Futures Association (NFA) as a commodities pool operator.
test,Establishment Labs Holdings Inc. ( NASDAQ: ESTA ),Company,medical technology,Market,operatesIn,"NEW YORK, August 08, 2023 -- Establishment Labs Holdings Inc. (NASDAQ: ESTA), a global medical technology company dedicated to improving women s health and wellness, principally in breast aesthetics and reconstruction, today announced financial results for the second quarter ended June 30, 2023."
test,Juul,Company,vaping,Market,operatesIn,"The merger was called off after a chilly reaction from investors, vaping related illnesses, and Altria's increasingly scrutinized $12.8 billion investment in vaping leader Juul."
test,Wyse Technologies,Company,cloud client,Market,operatesIn,"In 2012, Dell acquired Wyse Technologies to bolster its ability to serve the cloud client market and Quest to enhance its management and automation solutions."
test,Truebill,Company,fintech,Market,operatesIn,Rocket Companies scoops up Truebill for nearly $ 1.3 billion in major fintech play
test,Celtic Leasing Corp. ( Celtic ),Company,mid - ticket equipment leasing,Market,operatesIn,"On December 28, 2012, MB Financial Bank acquired Celtic Leasing Corp. (Celtic), a privately held, mid - ticket equipment leasing company."
test,"Wells Fargo Bank Northwest , National Association",Company,banking,Market,operatesIn,"10.24 Form of Lease Agreement, dated as of December 16, 2009, between Wells Fargo Bank Northwest, National Association, a national banking association, not in its individual capacity but solely as Owner Trustee, as Lessor and South African Airways (Pty) Ltd., as Lessee (incorporated by reference to Exhibit 10.35 to the Company s Annual Report on Form 10 - K filed on March 5, 2010)."
test,BFY Brands,Company,snacks brand,Market,operatesIn,"On December 2, 2019, PepsiCo acquired the snacks brand, BFY Brands."
test,Lightyear Capital,Company,private equity,Market,operatesIn,"In 2006, JPMorgan Chase purchased Collegiate Funding Services, a portfolio company of private equity firm Lightyear Capital, for $ 663 million."
test,Facebook,Company,social networking Web sites,Market,operatesIn,"In addition, we face competition from social networking Web sites such as Facebook."
test,General Electric Company ( GE ),Company,aviation,Market,operatesIn,"General Electric Company (GE) is an American multinational conglomerate incorporated in New York State and headquartered in Boston. Until 2021, the company operated in sectors including aviation, power, renewable energy, digital industry, weapons manufacturing, locomotives, and venture capital and finance."
test,General Electric Company ( GE ),Company,power,Market,operatesIn,"General Electric Company (GE) is an American multinational conglomerate incorporated in New York State and headquartered in Boston. Until 2021, the company operated in sectors including aviation, power, renewable energy, digital industry, weapons manufacturing, locomotives, and venture capital and finance."
test,General Electric Company ( GE ),Company,renewable energy,Market,operatesIn,"General Electric Company (GE) is an American multinational conglomerate incorporated in New York State and headquartered in Boston. Until 2021, the company operated in sectors including aviation, power, renewable energy, digital industry, weapons manufacturing, locomotives, and venture capital and finance."
test,General Electric Company ( GE ),Company,digital industry,Market,operatesIn,"General Electric Company (GE) is an American multinational conglomerate incorporated in New York State and headquartered in Boston. Until 2021, the company operated in sectors including aviation, power, renewable energy, digital industry, weapons manufacturing, locomotives, and venture capital and finance."
test,General Electric Company ( GE ),Company,weapons manufacturing,Market,operatesIn,"General Electric Company (GE) is an American multinational conglomerate incorporated in New York State and headquartered in Boston. Until 2021, the company operated in sectors including aviation, power, renewable energy, digital industry, weapons manufacturing, locomotives, and venture capital and finance."
test,General Electric Company ( GE ),Company,locomotives,Market,operatesIn,"General Electric Company (GE) is an American multinational conglomerate incorporated in New York State and headquartered in Boston. Until 2021, the company operated in sectors including aviation, power, renewable energy, digital industry, weapons manufacturing, locomotives, and venture capital and finance."
test,General Electric Company ( GE ),Company,venture capital and finance,Market,operatesIn,"General Electric Company (GE) is an American multinational conglomerate incorporated in New York State and headquartered in Boston. Until 2021, the company operated in sectors including aviation, power, renewable energy, digital industry, weapons manufacturing, locomotives, and venture capital and finance."
test,Bunge,Company,agri - trading,Market,operatesIn,"Bunge, Viterra will merge to form $34 billion agri - trading powerhouse"
test,Viterra,Company,agri - trading,Market,operatesIn,"Bunge, Viterra will merge to form $34 billion agri - trading powerhouse"
test,"Aethlon Medical , Inc. ( Nasdaq: AEMD )",Company,medical therapeutic,Market,operatesIn,"Aethlon Medical, Inc. (Nasdaq: AEMD), a medical therapeutic company focused on developing products to diagnose and treat cancer and life-threatening infectious diseases, today announced that Charles J. Fisher, Jr. M.D., Chief Executive Officer, and James Frakes, Chief Financial Officer, will present a company overview at the Healthcare Virtual Conference, presented by Maxim Group and hosted by M-Vest, on Wednesday, June 21, 2023, at 4:00 PM ET."
test,American Motors;,Company,Car,Market,operatesIn,"TimesMachine: Nash, Hudson Boards Approve Merger Into American Motors; $355 Million Concern, 4th in Car Industry, to Be Formed Next Friday - Stronger Competitive Position Is Forecast - NYTimes.com"
test,Facebook.com,Company,social media websites,Market,operatesIn,"In recent years, social media websites, including Facebook.com, mobile platforms, including smartphones and tablet computers, have emerged and are growing significantly."
test,TG Venture Acquisition Corp. ( NASDAQ:TGVC ) ( TGVC ),Company,acquisition,Market,operatesIn,"TG Venture Acquisition Corp. (NASDAQ:TGVC) (TGVC), a special purpose acquisition company sponsored by Tsangs Group Holdings Limited, announced today that the time of its special meeting of stockholders (Special Meeting) will be moved from its original time of 10:00 a.m. Eastern Time on May 4, 2023 to 12:00 p.m. Eastern Time on May 4, 2023. The Special Meeting can still be accessed virtually by visiting https://www.virtualshareholdermeeting.com/TGVC2023SM1."
test,Fiskars Corp.,Company,Consumer products manufacturer,Market,operatesIn,"Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven, creating 100 jobs."
test,Penwest,Company,pain management,Market,operatesIn,"In September 2010, we acquired Penwest, which strengthened our pain management franchise by enhancing flexibility around our product Opana In November 2010, we acquired Qualitest Pharmaceuticals, which enhanced our solutions platform with the addition of a comprehensive generics business, adding critical mass to our existing generics business while also strengthening our pain management franchise offerings."
test,Qualitest Pharmaceuticals,Company,comprehensive generics,Market,operatesIn,"In September 2010, we acquired Penwest, which strengthened our pain management franchise by enhancing flexibility around our product Opana In November 2010, we acquired Qualitest Pharmaceuticals, which enhanced our solutions platform with the addition of a comprehensive generics business, adding critical mass to our existing generics business while also strengthening our pain management franchise offerings."
test,Crisil,Company,ratings agency,Market,operatesIn,"The revenue will grow between 13-15 per cent to Rs 30,000 crore in FY24, ratings agency Crisil said."
test,Comcast Cable,Company,global media and technology,Market,operatesIn,"Table of Contents Part I ° Item 1: Business We are a global media and technology company with two primary businesses, Comcast Cable and NBCUniversal."
test,NBCUniversal,Company,global media and technology,Market,operatesIn,"Table of Contents Part I ° Item 1: Business We are a global media and technology company with two primary businesses, Comcast Cable and NBCUniversal."
test,Gamease Gamease,Company,Online Game,Market,operatesIn,For the Online Game Business j) Gamease Gamease was incorporated in 2007.
test,Sponda,Company,real estate investment,Market,operatesIn,"Nordea Bank and Sampo Bank have helped Finnish real estate investment company Sponda place a EUR100 m (USD125.4 m) domestic bond, the company said Friday."
test,"Pegasi Operating , Inc. ( "" POI "" )",Company,exploration and production,Market,operatesIn,"PERC conducts its main exploration and production operations through its wholly - owned subsidiary, Pegasi Operating, Inc. ("" POI "")."
test,System One,Company,critical care,Market,operatesIn,"Our System One in the critical care market competes against Gambro, Fresenius, B. Braun and others."
test,Gambro,Company,critical care,Market,operatesIn,"Our System One in the critical care market competes against Gambro, Fresenius, B. Braun and others."
test,Fresenius,Company,critical care,Market,operatesIn,"Our System One in the critical care market competes against Gambro, Fresenius, B. Braun and others."
test,B. Braun,Company,critical care,Market,operatesIn,"Our System One in the critical care market competes against Gambro, Fresenius, B. Braun and others."
test,"Power Transmission Holding , LLC or PTH",Company,power transmission,Market,operatesIn,"Colfax formed Power Transmission Holding, LLC or PTH in June 2004 to serve as a holding company for all of these power transmission businesses."
test,Link U.K.,Company,commercial aviation,Market,operatesIn,Link U.K. is a leading manufacturer of flight simulation systems for the commercial aviation market.
test,Google,Company,search business,Market,operatesIn,"Our search business competes with Google and a wide array of websites, social platforms like Facebook, and portals that provide content and online offerings to end users."
test,Facebook,Company,social platforms,Market,operatesIn,"Our search business competes with Google and a wide array of websites, social platforms like Facebook, and portals that provide content and online offerings to end users."
